EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1
77	16:39:01	3	0.0008	0.41092613321893356	0.8083829283714294	0.8297	0.8234	0.8265
78	16:39:27	4	0.0008	0.40530550322111913	0.8077611327171326	0.8310	0.8183	0.8246
79	16:39:52	1	0.0004	0.3973875063307145	0.8074183464050293	0.8299	0.8183	0.8241
80	16:40:18	2	0.0004	0.39420037777984845	0.8047230243682861	0.8278	0.8183	0.8230
81	16:40:44	3	0.0004	0.4047087258275817	0.804685115814209	0.8288	0.8183	0.8235
82	16:41:10	4	0.0004	0.39264223768430595	0.8047915101051331	0.8290	0.8196	0.8243
83	16:41:37	1	0.0002	0.39775570017449996	0.8050931096076965	0.8293	0.8208	0.8250
84	16:42:03	2	0.0002	0.41698717071729546	0.8049883246421814	0.8293	0.8208	0.8250
85	16:42:28	3	0.0002	0.40832692270769794	0.8049867153167725	0.8293	0.8208	0.8250
86	16:42:54	4	0.0002	0.4020189180093653	0.8051417469978333	0.8295	0.8221	0.8258
